,Country code,Year,Financing scheme,Function,Provider,Share of current expenditure on health (in %),Share of gross domestic product (in %)
6902,AUT,2019,Voluntary health care payment schemes,Current expenditure on health (all functions),Providers of health care system administration and financing,1.837,0.192
6903,AUT,2019,Voluntary health care payment schemes,Current expenditure on health (all functions),Retailers and other providers of medical goods,0.489,0.051
6904,AUT,2019,Voluntary health care payment schemes,Current expenditure on health (all functions),Providers of ancillary services,0.74,0.078
6905,AUT,2019,Voluntary health care payment schemes,Current expenditure on health (all functions),Rest of the economy,0.218,0.023
6906,AUT,2019,Voluntary health care payment schemes,Current expenditure on health (all functions),All providers,7.009,0.734
6907,AUT,2019,Voluntary health care payment schemes,Ancillary services (non-specified by function),All providers,0.74,0.078
6908,AUT,2019,Voluntary health care payment schemes,Preventive care,All providers,0.277,0.029
6909,AUT,2019,Voluntary health care payment schemes,Inpatient curative and rehabilitative care,All providers,2.761,0.289
6910,AUT,2019,Voluntary health care payment schemes,Long-term care (health),All providers,0.313,0.033
6911,AUT,2019,Voluntary health care payment schemes,Medical goods (non-specified by function),All providers,0.489,0.051
6912,AUT,2019,Voluntary health care payment schemes,Outpatient curative and rehabilitative care,All providers,0.591,0.062
6913,AUT,2019,Voluntary health care payment schemes,Governance and health system and financing administration,All providers,1.837,0.192
6914,AUT,2019,Household out-of-pocket payments,Current expenditure on health (all functions),Residential long-term care facilities,2.97,0.311
6915,AUT,2019,Household out-of-pocket payments,Current expenditure on health (all functions),Providers of ambulatory health care,6.981,0.731
6916,AUT,2019,Household out-of-pocket payments,Current expenditure on health (all functions),Hospitals,1.075,0.113
6917,AUT,2019,Household out-of-pocket payments,Current expenditure on health (all functions),Rest of the world,0.444,0.047
6918,AUT,2019,Household out-of-pocket payments,Current expenditure on health (all functions),Retailers and other providers of medical goods,6.148,0.644
6919,AUT,2019,Household out-of-pocket payments,Current expenditure on health (all functions),Providers of ancillary services,0.291,0.03
6920,AUT,2019,Household out-of-pocket payments,Current expenditure on health (all functions),All providers,17.908,1.876
6921,AUT,2019,Household out-of-pocket payments,Preventive care,All providers,0.287,0.03
6922,AUT,2019,Household out-of-pocket payments,Ancillary services (non-specified by function),All providers,0.291,0.03
6923,AUT,2019,Household out-of-pocket payments,Long-term care (health),All providers,3.354,0.351
6924,AUT,2019,Household out-of-pocket payments,Inpatient curative and rehabilitative care,All providers,1.134,0.119
6925,AUT,2019,Household out-of-pocket payments,Outpatient curative and rehabilitative care,All providers,6.569,0.688
6926,AUT,2019,Household out-of-pocket payments,Medical goods (non-specified by function),All providers,6.271,0.657
6927,AUT,2020,All financing schemes,Current expenditure on health (all functions),Residential long-term care facilities,8.722,1.001
6928,AUT,2020,All financing schemes,Current expenditure on health (all functions),Providers of ambulatory health care,22.269,2.555
6929,AUT,2020,All financing schemes,Current expenditure on health (all functions),Providers of preventive care,1.686,0.194
6930,AUT,2020,All financing schemes,Current expenditure on health (all functions),Hospitals,38.716,4.442
6931,AUT,2020,All financing schemes,Current expenditure on health (all functions),Providers of health care system administration and financing,4.225,0.485
6932,AUT,2020,All financing schemes,Current expenditure on health (all functions),Rest of the world,0.752,0.086
6933,AUT,2020,All financing schemes,Current expenditure on health (all functions),Retailers and other providers of medical goods,14.992,1.72
6934,AUT,2020,All financing schemes,Current expenditure on health (all functions),Providers of ancillary services,3.011,0.346
6935,AUT,2020,All financing schemes,Current expenditure on health (all functions),All providers,100.0,11.474
6936,AUT,2020,All financing schemes,Current expenditure on health (all functions),Rest of the economy,5.627,0.646
6937,AUT,2020,All financing schemes,Outpatient curative and rehabilitative care,Providers of ambulatory health care,18.266,2.096
6938,AUT,2020,All financing schemes,Outpatient curative and rehabilitative care,Hospitals,7.067,0.811
6939,AUT,2020,All financing schemes,Outpatient curative and rehabilitative care,Rest of the world,0.485,0.056
6940,AUT,2020,All financing schemes,Outpatient curative and rehabilitative care,Rest of the economy,0.248,0.028
6941,AUT,2020,All financing schemes,Outpatient curative and rehabilitative care,All providers,26.065,2.991
6942,AUT,2020,All financing schemes,Long-term care (health),Residential long-term care facilities,8.047,0.923
6943,AUT,2020,All financing schemes,Long-term care (health),Providers of ambulatory health care,1.705,0.196
6944,AUT,2020,All financing schemes,Long-term care (health),All providers,14.623,1.678
6945,AUT,2020,All financing schemes,Long-term care (health),Rest of the economy,4.871,0.559
6946,AUT,2020,All financing schemes,Medical goods (non-specified by function),Providers of ambulatory health care,1.201,0.138
6947,AUT,2020,All financing schemes,Medical goods (non-specified by function),Rest of the world,0.047,0.005
6948,AUT,2020,All financing schemes,Medical goods (non-specified by function),Retailers and other providers of medical goods,14.992,1.72
6949,AUT,2020,All financing schemes,Medical goods (non-specified by function),All providers,16.24,1.863
6950,AUT,2020,All financing schemes,Preventive care,Providers of ambulatory health care,1.035,0.119
6951,AUT,2020,All financing schemes,Preventive care,Providers of preventive care,1.686,0.194
6952,AUT,2020,All financing schemes,Preventive care,Hospitals,0.215,0.025
6953,AUT,2020,All financing schemes,Preventive care,Providers of health care system administration and financing,0.147,0.017
6954,AUT,2020,All financing schemes,Preventive care,All providers,3.582,0.411
6955,AUT,2020,All financing schemes,Preventive care,Providers of ancillary services,0.004,0.001
6956,AUT,2020,All financing schemes,Preventive care,Rest of the economy,0.494,0.057
6957,AUT,2020,All financing schemes,Inpatient curative and rehabilitative care,Residential long-term care facilities,0.675,0.077
6958,AUT,2020,All financing schemes,Inpatient curative and rehabilitative care,Hospitals,30.99,3.556
6959,AUT,2020,All financing schemes,Inpatient curative and rehabilitative care,Rest of the world,0.199,0.023
6960,AUT,2020,All financing schemes,Inpatient curative and rehabilitative care,All providers,31.864,3.656
6961,AUT,2020,All financing schemes,Ancillary services (non-specified by function),Rest of the world,0.02,0.002
6962,AUT,2020,All financing schemes,Ancillary services (non-specified by function),All providers,3.041,0.349
6963,AUT,2020,All financing schemes,Ancillary services (non-specified by function),Providers of ancillary services,3.007,0.345
6964,AUT,2020,All financing schemes,Ancillary services (non-specified by function),Rest of the economy,0.014,0.002
6965,AUT,2020,All financing schemes,Governance and health system and financing administration,Providers of health care system administration and financing,4.077,0.468
6966,AUT,2020,All financing schemes,Governance and health system and financing administration,All providers,4.077,0.468
6967,AUT,2020,Government/compulsory schemes,Current expenditure on health (all functions),Residential long-term care facilities,5.422,0.622
6968,AUT,2020,Government/compulsory schemes,Current expenditure on health (all functions),Providers of ambulatory health care,14.592,1.674
6969,AUT,2020,Government/compulsory schemes,Current expenditure on health (all functions),Providers of preventive care,1.643,0.189
6970,AUT,2020,Government/compulsory schemes,Current expenditure on health (all functions),Hospitals,35.759,4.103
6971,AUT,2020,Government/compulsory schemes,Current expenditure on health (all functions),Rest of the world,0.468,0.054
6972,AUT,2020,Government/compulsory schemes,Current expenditure on health (all functions),Providers of health care system administration and financing,2.371,0.272
6973,AUT,2020,Government/compulsory schemes,Current expenditure on health (all functions),Retailers and other providers of medical goods,8.748,1.004
6974,AUT,2020,Government/compulsory schemes,Current expenditure on health (all functions),Providers of ancillary services,2.027,0.233
6975,AUT,2020,Government/compulsory schemes,Current expenditure on health (all functions),All providers,76.453,8.772
6976,AUT,2020,Government/compulsory schemes,Current expenditure on health (all functions),Rest of the economy,5.423,0.622
6977,AUT,2020,Government/compulsory schemes,Ancillary services (non-specified by function),All providers,2.057,0.236
6978,AUT,2020,Government/compulsory schemes,Preventive care,All providers,3.034,0.348
6979,AUT,2020,Government/compulsory schemes,Long-term care (health),All providers,11.107,1.274
6980,AUT,2020,Government/compulsory schemes,Inpatient curative and rehabilitative care,All providers,28.394,3.258
6981,AUT,2020,Government/compulsory schemes,Medical goods (non-specified by function),All providers,9.877,1.133
6982,AUT,2020,Government/compulsory schemes,Outpatient curative and rehabilitative care,All providers,19.257,2.21
6983,AUT,2020,Government/compulsory schemes,Governance and health system and financing administration,All providers,2.224,0.255
6984,AUT,2020,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),Residential long-term care facilities,3.301,0.379
6985,AUT,2020,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),Providers of ambulatory health care,7.677,0.881
6986,AUT,2020,Voluntary schemes/household out-of-pocket payments,Current expenditure on health (all functions),Providers of preventive care,0.044,0.005
